country,proportion,rank,time,value,zhou
格林纳达,0.0013%,188,2007,758683592,美洲
圣基茨和尼维斯,0.0012%,189,2007,723938703,美洲
几内亚比绍,0.0012%,190,2007,695990208,非洲
圣文森特和格林纳丁斯,0.0012%,191,2007,684446259,美洲
萨摩亚,0.0010%,192,2007,570469196,大洋洲
瓦努阿图,0.0009%,193,2007,526428309,大洋洲
美属萨摩亚,0.0009%,194,2007,520000000,大洋洲
所罗门群岛,0.0009%,195,2007,516074228,大洋洲
多米尼克,0.0007%,196,2007,421375851,美洲
汤加,0.0005%,197,2007,300143056,大洋洲
密克罗尼西亚联邦,0.0004%,198,2007,256787150,大洋洲
帕劳,0.0003%,199,2007,194630300,大洋洲
马绍尔群岛,0.0003%,200,2007,153884600,大洋洲
圣多美和普林西比,0.0003%,201,2007,149146923,非洲
基里巴斯,0.0002%,202,2007,132671742,大洋洲
图瓦卢,0.0000%,203,2007,27030996,大洋洲
瑙鲁,0.0000%,204,2007,20439158,大洋洲
美国,26.8515%,1,2006,13814611414000,美洲
日本,8.8057%,2,2006,4530377224970,亚洲
德国,5.8159%,3,2006,2992196713084,欧洲
中国,5.3493%,4,2006,2752131773355,亚洲
英国,5.2747%,5,2006,2713749770009,欧洲
法国,4.5067%,6,2006,2318593651988,欧洲
意大利,3.7862%,7,2006,1947919708944,欧洲
加拿大,2.5568%,8,2006,1315415197461,美洲
西班牙,2.4478%,9,2006,1259343871534,欧洲
巴西,2.1529%,10,2006,1107640289615,美洲
韩国,1.9666%,11,2006,1011797457138,亚洲
俄罗斯,1.9241%,12,2006,989930542278,欧洲
墨西哥,1.8959%,13,2006,975387131716,美洲
印度,1.8276%,14,2006,940259888792,亚洲
澳大利亚,1.4501%,15,2006,746054207846,大洋洲
荷兰,1.4254%,16,2006,733340860619,欧洲
土耳其,1.0739%,17,2006,552486912921,欧洲
瑞士,0.8376%,18,2006,430921199553,欧洲
瑞典,0.8168%,19,2006,420223767314,欧洲
比利时,0.7929%,20,2006,407918078032,欧洲
沙特阿拉伯,0.7326%,21,2006,376900133511,亚洲
印尼,0.7086%,22,2006,364570514304,亚洲
挪威,0.6717%,23,2006,345581369965,欧洲
波兰,0.6701%,24,2006,344748646558,欧洲
奥地利,0.6531%,25,2006,335998557270,欧洲
丹麦,0.5498%,26,2006,282884947702,欧洲
希腊,0.5312%,27,2006,273317737046,欧洲
南非,0.5280%,28,2006,271638484826,非洲
伊朗,0.5176%,29,2006,266298911661,亚洲
尼日利亚,0.4589%,30,2006,236103982431,非洲
阿根廷,0.4520%,31,2006,232557260817,美洲
爱尔兰,0.4511%,32,2006,232083467569,欧洲
阿联酋,0.4317%,33,2006,222116541865,亚洲
泰国,0.4310%,34,2006,221758486880,亚洲
芬兰,0.4216%,35,2006,216907539831,欧洲
葡萄牙,0.4054%,36,2006,208581694893,欧洲
香港,0.3762%,37,2006,193536265094,亚洲
委内瑞拉,0.3566%,38,2006,183477522123,美洲
马来西亚,0.3162%,39,2006,162691238209,亚洲
哥伦比亚,0.3133%,40,2006,161189825603,美洲
捷克,0.3022%,41,2006,155463807112,欧洲
智利,0.3009%,42,2006,154788024805,美洲
以色列,0.2994%,43,2006,154034316643,亚洲
新加坡,0.2889%,44,2006,148630373214,亚洲
巴基斯坦,0.2668%,45,2006,137264061106,亚洲
菲律宾,0.2375%,46,2006,122210716311,亚洲
罗马尼亚,0.2372%,47,2006,122022997508,欧洲
阿尔及利亚,0.2275%,48,2006,117030941571,非洲
匈牙利,0.2246%,49,2006,115577256523,欧洲
新西兰,0.2169%,50,2006,111608845081,大洋洲
乌克兰,0.2092%,51,2006,107647920792,欧洲
埃及,0.2089%,52,2006,107484034870,非洲
科威特,0.1974%,53,2006,101548931771,亚洲
秘鲁,0.1723%,54,2006,88643193061,美洲
波多黎各,0.1696%,55,2006,87276164400,美洲
哈萨克斯坦,0.1574%,56,2006,81003884545,亚洲
孟加拉,0.1396%,57,2006,71819083683,亚洲
斯洛伐克,0.1374%,58,2006,70708098105,欧洲
摩洛哥,0.1334%,59,2006,68640825480,非洲
越南,0.1290%,60,2006,66371664817,亚洲
伊拉克,0.1266%,61,2006,65140293687,亚洲
卡塔尔,0.1183%,62,2006,60882142857,亚洲
利比亚,0.1068%,63,2006,54961936662,非洲
古巴,0.1025%,64,2006,52742800000,美洲
安哥拉,0.1018%,65,2006,52381006892,非洲
克罗地亚,0.0981%,66,2006,50454899071,欧洲
厄瓜多尔,0.0910%,67,2006,46802044000,美洲
卢森堡,0.0824%,68,2006,42414308116,欧洲
斯洛文尼亚,0.0767%,69,2006,39481044912,欧洲
多米尼加,0.0741%,70,2006,38116351526,美洲
阿曼,0.0723%,71,2006,37215864759,亚洲
白俄罗斯,0.0718%,72,2006,36954312354,欧洲
苏丹,0.0696%,73,2006,35822408611,非洲
突尼斯,0.0668%,74,2006,34378437265,非洲
保加利亚,0.0663%,75,2006,34130122490,欧洲
叙利亚,0.0648%,76,2006,33332844574,亚洲
塞尔维亚,0.0631%,77,2006,32482070360,欧洲
危地马拉,0.0588%,78,2006,30231249625,美洲
立陶宛,0.0587%,79,2006,30216060233,欧洲
斯里兰卡,0.0550%,80,2006,28279814924,亚洲
肯尼亚,0.0502%,81,2006,25825524820,非洲
哥斯达黎加,0.0439%,82,2006,22602721765,美洲
黎巴嫩,0.0429%,83,2006,22048664306,亚洲
拉脱维亚,0.0417%,84,2006,21436812139,欧洲
阿塞拜疆,0.0408%,85,2006,20982986344,亚洲
加纳,0.0397%,86,2006,20409668521,非洲
塞浦路斯,0.0390%,87,2006,20072786350,欧洲
乌拉圭,0.0381%,88,2006,19579457964,美洲
喀麦隆,0.0376%,89,2006,19356046327,非洲
也门,0.0371%,90,2006,19061978586,亚洲
坦桑尼亚,0.0362%,91,2006,18649590248,非洲
巴林,0.0360%,92,2006,18504760638,亚洲
特立尼达和多巴哥,0.0357%,93,2006,18369361094,美洲
巴拿马,0.0353%,94,2006,18141666300,美洲
科特迪瓦,0.0346%,95,2006,17800887796,非洲
乌兹别克斯坦,0.0337%,96,2006,17330833852,亚洲
冰岛,0.0335%,97,2006,17216417442,欧洲
爱沙尼亚,0.0331%,98,2006,17012321791,欧洲
萨尔瓦多,0.0311%,99,2006,15999886400,美洲
埃塞俄比亚,0.0297%,100,2006,15280861834,非洲
约旦,0.0297%,101,2006,15268053596,亚洲
澳门,0.0287%,102,2006,14789661809,亚洲
缅甸,0.0282%,103,2006,14502553709,亚洲
刚果（金）,0.0281%,104,2006,14451902467,非洲
巴拉圭,0.0261%,105,2006,13429430050,美洲
波黑,0.0250%,106,2006,12864610993,欧洲
赞比亚,0.0248%,107,2006,12756858899,非洲
牙买加,0.0231%,108,2006,11901911987,美洲
塞内加尔,0.0230%,109,2006,11847848224,非洲
文莱,0.0223%,110,2006,11470703002,亚洲
玻利维亚,0.0223%,111,2006,11451869164,美洲
洪都拉斯,0.0211%,112,2006,10841742347,美洲
加蓬,0.0201%,113,2006,10318424464,非洲
土库曼斯坦,0.0200%,114,2006,10276674364,亚洲
巴哈马,0.0198%,115,2006,10167250000,美洲
博茨瓦纳,0.0197%,116,2006,10126940513,非洲
赤道几内亚,0.0196%,117,2006,10086528698,非洲
乌干达,0.0193%,118,2006,9942597779,非洲
莫桑比克,0.0178%,119,2006,9149485071,非洲
尼泊尔,0.0176%,120,2006,9043715355,亚洲
阿尔巴尼亚,0.0173%,121,2006,8896073938,欧洲
巴布亚新几内亚,0.0162%,122,2006,8355006711,大洋洲
纳米比亚,0.0152%,123,2006,7835043624,非洲
格鲁吉亚,0.0151%,124,2006,7745394293,亚洲
刚果（布）,0.0150%,125,2006,7731261310,非洲
乍得,0.0144%,126,2006,7422102655,非洲
柬埔寨,0.0141%,127,2006,7274595706,亚洲
毛里求斯,0.0137%,128,2006,7028803365,非洲
阿富汗,0.0136%,129,2006,6971286731,亚洲
马里,0.0134%,130,2006,6899799785,非洲
马其顿,0.0133%,131,2006,6861222331,欧洲
尼加拉瓜,0.0131%,132,2006,6763688104,美洲
马耳他,0.0131%,133,2006,6757119558,欧洲
亚美尼亚,0.0124%,134,2006,6384451606,亚洲
布基纳法索,0.0113%,135,2006,5816310157,非洲
马达加斯加,0.0107%,136,2006,5515884348,非洲
津巴布韦,0.0106%,137,2006,5443896500,非洲
百慕大,0.0105%,138,2006,5414299000,美洲
贝宁,0.0100%,139,2006,5142380779,非洲
巴勒斯坦,0.0095%,140,2006,4910100000,亚洲
海地,0.0092%,141,2006,4756204069,美洲
摩纳哥,0.0089%,142,2006,4582988332,欧洲
开曼群岛,0.0082%,143,2006,4227798031,美洲
几内亚,0.0082%,144,2006,4220019242,非洲
巴巴多斯,0.0082%,145,2006,4217450800,美洲
关岛,0.0082%,146,2006,4213000000,大洋洲
列支敦士登,0.0078%,147,2006,4000239272,欧洲
马拉维,0.0078%,148,2006,3998020176,非洲
尼日尔,0.0071%,149,2006,3646728060,非洲
安道尔,0.0069%,150,2006,3543256805,欧洲
老挝,0.0067%,151,2006,3452882514,亚洲
马恩岛,0.0067%,152,2006,3422651333,欧洲
蒙古,0.0066%,153,2006,3414055566,亚洲
摩尔多瓦,0.0066%,154,2006,3408244549,欧洲
斯威士兰,0.0064%,155,2006,3291353812,非洲
卢旺达,0.0062%,156,2006,3194248865,非洲
斐济群岛,0.0060%,157,2006,3102741451,大洋洲
毛里塔尼亚,0.0059%,158,2006,3040716679,非洲
吉尔吉斯斯坦,0.0055%,159,2006,2834168889,亚洲
塔吉克斯坦,0.0055%,160,2006,2830220713,亚洲
黑山,0.0053%,161,2006,2721903148,欧洲
东帝汶,0.0052%,162,2006,2657842700,亚洲
苏里南,0.0051%,163,2006,2626380435,美洲
阿鲁巴,0.0047%,164,2006,2424581005,美洲
多哥,0.0046%,165,2006,2349495620,非洲
圣马力诺,0.0041%,166,2006,2092585622,欧洲
格陵兰,0.0039%,167,2006,2013099482,美洲
法罗群岛,0.0039%,168,2006,1984445416,欧洲
塞拉利昂,0.0037%,169,2006,1885112201,非洲
莱索托,0.0035%,170,2006,1800105589,非洲
马尔代夫,0.0031%,171,2006,1575200390,亚洲
中非,0.0028%,172,2006,1460561215,非洲
圭亚那,0.0028%,173,2006,1458453715,美洲
布隆迪,0.0025%,174,2006,1273375020,非洲
伯利兹,0.0024%,175,2006,1217442150,美洲
厄立特里亚,0.0024%,176,2006,1211161879,非洲
安提瓜和巴布达,0.0022%,177,2006,1157005444,美洲
圣卢西亚,0.0022%,178,2006,1134567222,美洲
利比里亚,0.0022%,179,2006,1119000000,非洲
佛得角,0.0022%,180,2006,1107891063,非洲
塞舌尔,0.0020%,181,2006,1016418229,非洲
北马里亚纳群岛,0.0019%,182,2006,990000000,大洋洲
不丹,0.0017%,183,2006,874989894,亚洲
吉布提,0.0015%,184,2006,768873684,非洲
特克斯和凯科斯群岛,0.0014%,185,2006,721891470,美洲
格林纳达,0.0014%,186,2006,698700666,美洲
科摩罗,0.0014%,187,2006,697810988,非洲
圣基茨和尼维斯,0.0013%,188,2006,657227370,美洲
冈比亚,0.0013%,189,2006,655070067,非洲
圣文森特和格林纳丁斯,0.0012%,190,2006,610930037,美洲
几内亚比绍,0.0012%,191,2006,591839470,非洲
萨摩亚,0.0010%,192,2006,505832439,大洋洲
美属萨摩亚,0.0010%,193,2006,496000000,大洋洲
所罗门群岛,0.0009%,194,2006,456705433,大洋洲
瓦努阿图,0.0009%,195,2006,439376794,大洋洲
多米尼克,0.0008%,196,2006,390250148,美洲
汤加,0.0006%,197,2006,294137737,大洋洲
密克罗尼西亚联邦,0.0005%,198,2006,253541864,大洋洲
帕劳,0.0004%,199,2006,189028900,大洋洲
马绍尔群岛,0.0003%,200,2006,145474100,大洋洲
圣多美和普林西比,0.0003%,201,2006,142775106,非洲
基里巴斯,0.0002%,202,2006,110234939,大洋洲
图瓦卢,0.0000%,203,2006,22902861,大洋洲
美国,27.4702%,1,2005,13036640229000,美洲
日本,10.0204%,2,2005,4755410630912,亚洲
德国,5.9965%,3,2005,2845802760850,欧洲
英国,5.3494%,4,2005,2538680000000,欧洲
中国,4.8169%,5,2005,2285965892360,亚洲
法国,4.6276%,6,2005,2196126103718,欧洲
意大利,3.9141%,7,2005,1857524312896,欧洲
加拿大,2.4640%,8,2005,1169357979864,美洲
西班牙,2.4302%,9,2005,1153285660987,欧洲
韩国,1.8925%,10,2005,898137194716,亚洲
巴西,1.8788%,11,2005,891630177251,美洲
墨西哥,1.8490%,12,2005,877476221382,美洲
印度,1.7287%,13,2005,820381595512,亚洲
俄罗斯,1.6099%,14,2005,764017107992,欧洲
澳大利亚,1.4611%,15,2005,693407758231,大洋洲
荷兰,1.4436%,16,2005,685092650167,欧洲
土耳其,1.0566%,17,2005,501416301536,欧洲
瑞士,0.8612%,18,2005,408689367169,欧洲
瑞典,0.8213%,19,2005,389752445437,欧洲
比利时,0.8125%,20,2005,385570948886,欧洲
沙特阿拉伯,0.6921%,21,2005,328459608764,亚洲
奥地利,0.6658%,22,2005,315974418604,欧洲
挪威,0.6509%,23,2005,308884284051,欧洲
波兰,0.6451%,24,2005,306125173852,欧洲
印尼,0.6024%,25,2005,285868618224,亚洲
丹麦,0.5573%,26,2005,264467336457,欧洲
南非,0.5432%,27,2005,257772710832,非洲
希腊,0.5221%,28,2005,247783001865,欧洲
伊朗,0.4772%,29,2005,226452138291,亚洲
爱尔兰,0.4460%,30,2005,211649034697,欧洲
芬兰,0.4316%,31,2005,204809103345,欧洲
阿根廷,0.4188%,32,2005,198737095012,美洲
葡萄牙,0.4155%,33,2005,197180330804,欧洲
泰国,0.3989%,34,2005,189318499954,亚洲
香港,0.3826%,35,2005,181570082162,亚洲
阿联酋,0.3806%,36,2005,180617467954,亚洲
尼日利亚,0.3711%,37,2005,176134087150,非洲
委内瑞拉,0.3066%,38,2005,145510008134,美洲
哥伦比亚,0.3059%,39,2005,145180960251,美洲
马来西亚,0.3024%,40,2005,143534102611,亚洲
以色列,0.3003%,41,2005,142528909909,亚洲
捷克,0.2872%,42,2005,136280689891,欧洲
新加坡,0.2693%,43,2005,127807618360,亚洲
智利,0.2591%,44,2005,122964812046,美洲
新西兰,0.2417%,45,2005,114720129550,大洋洲
匈牙利,0.2381%,46,2005,112980947728,欧洲
巴基斯坦,0.2307%,47,2005,109502102510,亚洲
阿尔及利亚,0.2175%,48,2005,103198442061,非洲
菲律宾,0.2172%,49,2005,103071582125,亚洲
罗马尼亚,0.2075%,50,2005,98452791982,欧洲
埃及,0.1890%,51,2005,89685725230,非洲
乌克兰,0.1813%,52,2005,86057915585,欧洲
波多黎各,0.1768%,53,2005,83914521300,美洲
科威特,0.1703%,54,2005,80798630136,亚洲
秘鲁,0.1603%,55,2005,76060606060,美洲
孟加拉,0.1463%,56,2005,69442943089,亚洲
斯洛伐克,0.1323%,57,2005,62785305310,欧洲
摩洛哥,0.1314%,58,2005,62343022650,非洲
越南,0.1214%,59,2005,57633255618,亚洲
哈萨克斯坦,0.1204%,60,2005,57123671733,亚洲
伊拉克,0.1053%,61,2005,49954890353,亚洲
利比亚,0.0997%,62,2005,47334148578,非洲
克罗地亚,0.0956%,63,2005,45386757883,欧洲
卡塔尔,0.0938%,64,2005,44530494505,亚洲
古巴,0.0899%,65,2005,42643836100,美洲
厄瓜多尔,0.0875%,66,2005,41507085000,美洲
卢森堡,0.0787%,67,2005,37347394602,欧洲
安哥拉,0.0779%,68,2005,36970918699,非洲
斯洛文尼亚,0.0763%,69,2005,36206396343,欧洲
多米尼加,0.0761%,70,2005,36119047252,美洲
突尼斯,0.0680%,71,2005,32273007553,非洲
阿曼,0.0655%,72,2005,31081924577,亚洲
白俄罗斯,0.0637%,73,2005,30207567316,欧洲
保加利亚,0.0624%,74,2005,29636617749,欧洲
叙利亚,0.0608%,75,2005,28858965517,亚洲
塞尔维亚,0.0583%,76,2005,27683225959,欧洲
危地马拉,0.0573%,77,2005,27211377107,美洲
苏丹,0.0559%,78,2005,26524538565,非洲
立陶宛,0.0551%,79,2005,26125575942,欧洲
斯里兰卡,0.0514%,80,2005,24405791044,亚洲
黎巴嫩,0.0453%,81,2005,21489962079,亚洲
哥斯达黎加,0.0420%,82,2005,19948261084,美洲
肯尼亚,0.0395%,83,2005,18737897744,非洲
塞浦路斯,0.0388%,84,2005,18433411267,欧洲
坦桑尼亚,0.0388%,85,2005,18399046025,非洲
喀麦隆,0.0378%,86,2005,17944084201,非洲
乌拉圭,0.0366%,87,2005,17362857684,美洲
科特迪瓦,0.0360%,88,2005,17084928927,非洲
拉脱维亚,0.0356%,89,2005,16909366521,欧洲
冰岛,0.0354%,90,2005,16812529923,欧洲
也门,0.0353%,91,2005,16746344766,亚洲
巴拿马,0.0345%,92,2005,16374393900,美洲
特立尼达和多巴哥,0.0337%,93,2005,15982282462,美洲
巴林,0.0336%,94,2005,15968723404,亚洲
萨尔瓦多,0.0310%,95,2005,14698001400,美洲
乌兹别克斯坦,0.0301%,96,2005,14307509838,亚洲
爱沙尼亚,0.0297%,97,2005,14098326327,欧洲
阿塞拜疆,0.0279%,98,2005,13245716099,亚洲
约旦,0.0269%,99,2005,12765218617,亚洲
埃塞俄比亚,0.0261%,100,2005,12401139453,非洲
澳门,0.0255%,101,2005,12092222041,亚洲
缅甸,0.0253%,102,2005,11986972418,亚洲
刚果（金）,0.0252%,103,2005,11964484667,非洲
波黑,0.0236%,104,2005,11222953519,欧洲
牙买加,0.0236%,105,2005,11204416000,美洲
塞内加尔,0.0232%,106,2005,11022821631,非洲
巴拉圭,0.0226%,107,2005,10737500188,美洲
加纳,0.0226%,108,2005,10731634116,非洲
博茨瓦纳,0.0209%,109,2005,9931134940,非洲
巴哈马,0.0207%,110,2005,9836200000,美洲
洪都拉斯,0.0204%,111,2005,9672035709,美洲
加蓬,0.0202%,112,2005,9578973591,非洲
玻利维亚,0.0201%,113,2005,9549077869,美洲
文莱,0.0201%,114,2005,9531402847,亚洲
乌干达,0.0190%,115,2005,9013834373,非洲
莫桑比克,0.0179%,116,2005,8512116725,非洲
赞比亚,0.0176%,117,2005,8331870169,非洲
赤道几内亚,0.0173%,118,2005,8217369092,非洲
尼泊尔,0.0171%,119,2005,8130258041,亚洲
土库曼斯坦,0.0171%,120,2005,8103901996,亚洲
阿尔巴尼亚,0.0170%,121,2005,8052075642,欧洲
纳米比亚,0.0150%,122,2005,7121391945,非洲
乍得,0.0140%,123,2005,6646663561,非洲
毛里求斯,0.0137%,124,2005,6488750452,非洲
格鲁吉亚,0.0135%,125,2005,6410823633,亚洲
马耳他,0.0135%,126,2005,6394851386,欧洲
尼加拉瓜,0.0133%,127,2005,6321335612,美洲
柬埔寨,0.0133%,128,2005,6293046161,亚洲
马其顿,0.0132%,129,2005,6258600713,欧洲
马里,0.0132%,130,2005,6245031690,非洲
阿富汗,0.0131%,131,2005,6209140044,亚洲
刚果（布）,0.0128%,132,2005,6087003176,非洲
津巴布韦,0.0121%,133,2005,5755215200,非洲
布基纳法索,0.0115%,134,2005,5462709498,非洲
马达加斯加,0.0106%,135,2005,5039293030,非洲
亚美尼亚,0.0103%,136,2005,4900469950,亚洲
百慕大,0.0103%,137,2005,4868136000,美洲
巴布亚新几内亚,0.0103%,138,2005,4865892972,大洋洲
巴勒斯坦,0.0102%,139,2005,4831800000,亚洲
贝宁,0.0101%,140,2005,4803702821,非洲
海地,0.0091%,141,2005,4310358095,美洲
摩纳哥,0.0089%,142,2005,4203084193,欧洲
关岛,0.0088%,143,2005,4197000000,大洋洲
巴巴多斯,0.0082%,144,2005,3897300000,美洲
列支敦士登,0.0077%,145,2005,3659251525,欧洲
马拉维,0.0077%,146,2005,3655909664,非洲
尼日尔,0.0072%,147,2005,3405134831,非洲
安道尔,0.0069%,148,2005,3255789080,欧洲
斯威士兰,0.0067%,149,2005,3178126547,非洲
马恩岛,0.0064%,150,2005,3032400000,欧洲
斐济群岛,0.0063%,151,2005,3006725014,大洋洲
摩尔多瓦,0.0063%,152,2005,2988348836,欧洲
几内亚,0.0062%,153,2005,2937071767,非洲
老挝,0.0058%,154,2005,2735558726,亚洲
卢旺达,0.0054%,155,2005,2581313485,非洲
蒙古,0.0053%,156,2005,2523471532,亚洲
吉尔吉斯斯坦,0.0052%,157,2005,2460248026,亚洲
阿鲁巴,0.0049%,158,2005,2330726256,美洲
开曼群岛,0.0049%,159,2005,2315972638,美洲
塔吉克斯坦,0.0049%,160,2005,2312327536,亚洲
多哥,0.0048%,161,2005,2280575830,非洲
黑山,0.0048%,162,2005,2257174480,欧洲
毛里塔尼亚,0.0046%,163,2005,2184447591,非洲
圣马力诺,0.0041%,164,2005,1958711603,欧洲
格陵兰,0.0039%,165,2005,1849805732,美洲
东帝汶,0.0038%,166,2005,1813708100,亚洲
苏里南,0.0038%,167,2005,1793388732,美洲
法罗群岛,0.0036%,168,2005,1727792692,欧洲
莱索托,0.0035%,169,2005,1682350934,非洲
塞拉利昂,0.0035%,170,2005,1650494366,非洲
中非,0.0028%,171,2005,1337362392,非洲
马尔代夫,0.0025%,172,2005,1163362437,亚洲
布隆迪,0.0024%,173,2005,1117113045,非洲
伯利兹,0.0023%,174,2005,1114202700,美洲
厄立特里亚,0.0023%,175,2005,1098425900,非洲
北马里亚纳群岛,0.0022%,176,2005,1061000000,大洋洲
安提瓜和巴布达,0.0022%,177,2005,1022191296,美洲
圣卢西亚,0.0021%,178,2005,1015934666,美洲
佛得角,0.0020%,179,2005,971977088,非洲
利比里亚,0.0020%,180,2005,949000000,非洲
塞舌尔,0.0019%,181,2005,919103254,非洲
圭亚那,0.0017%,182,2005,824880550,美洲
不丹,0.0017%,183,2005,796938119,亚洲
吉布提,0.0015%,184,2005,708633194,非洲
格林纳达,0.0015%,185,2005,695370296,美洲
科摩罗,0.0014%,186,2005,653584808,非洲
冈比亚,0.0013%,187,2005,624173239,非洲
几内亚比绍,0.0012%,188,2005,586795675,非洲
特克斯和凯科斯群岛,0.0012%,189,2005,578645760,美洲
圣基茨和尼维斯,0.0012%,190,2005,577730925,美洲
圣文森特和格林纳丁斯,0.0012%,191,2005,550728666,美洲
美属萨摩亚,0.0011%,192,2005,503000000,大洋洲
萨摩亚,0.0010%,193,2005,465568018,大洋洲
所罗门群岛,0.0009%,194,2005,413909879,大洋洲
瓦努阿图,0.0008%,195,2005,394962552,大洋洲
多米尼克,0.0008%,196,2005,364255074,美洲
汤加,0.0006%,197,2005,262176133,大洋洲
密克罗尼西亚联邦,0.0005%,198,2005,250281881,大洋洲
帕劳,0.0004%,199,2005,184468800,大洋洲
马绍尔群岛,0.0003%,200,2005,141922500,大洋洲
圣多美和普林西比,0.0003%,201,2005,136450661,非洲
基里巴斯,0.0002%,202,2005,112133944,大洋洲
图瓦卢,0.0000%,203,2005,21839098,大洋洲
美国,27.8747%,1,2004,12213729147000,美洲
日本,10.9893%,2,2004,4815148854362,亚洲
德国,6.4113%,3,2004,2809187981127,欧洲
英国,5.5160%,4,2004,2416931526913,欧洲
法国,4.8286%,5,2004,2115742488204,欧洲
中国,4.4626%,6,2004,1955347004963,亚洲
意大利,4.1154%,7,2004,1803226967966,欧洲
西班牙,2.4354%,8,2004,1067093369754,欧洲
加拿大,2.3352%,9,2004,1023196771714,美洲
墨西哥,1.7853%,10,2004,782240601984,美洲
韩国,1.7456%,11,2004,764880644710,亚洲
印度,1.6184%,12,2004,709148514804,亚洲
巴西,1.5275%,13,2004,669316654017,美洲
荷兰,1.4998%,14,2004,657171591755,欧洲
澳大利亚,1.3979%,15,2004,612490396927,大洋洲
俄罗斯,1.3488%,16,2004,591016690742,欧洲
土耳其,0.9238%,17,2004,404786739602,欧洲
瑞士,0.8996%,18,2004,394164053075,欧洲
瑞典,0.8732%,19,2004,382624474411,欧洲
比利时,0.8411%,20,2004,368537000248,欧洲
奥地利,0.6867%,21,2004,300904221504,欧洲
挪威,0.6037%,22,2004,264511630666,欧洲
沙特阿拉伯,0.5905%,23,2004,258742133333,亚洲
印尼,0.5862%,24,2004,256836875295,亚洲
波兰,0.5822%,25,2004,255102252843,欧洲
丹麦,0.5737%,26,2004,251373002954,欧洲
希腊,0.5489%,27,2004,240521260988,欧洲
南非,0.5217%,28,2004,228590027400,非洲
芬兰,0.4499%,29,2004,197116960516,欧洲
爱尔兰,0.4425%,30,2004,193870692699,欧洲
伊朗,0.4337%,31,2004,190043433964,亚洲
葡萄牙,0.4314%,32,2004,189034502110,欧洲
泰国,0.3946%,33,2004,172895476152,亚洲
香港,0.3859%,34,2004,169099768875,亚洲
阿根廷,0.3758%,35,2004,164657930452,美洲
阿联酋,0.3374%,36,2004,147824370319,亚洲
尼日利亚,0.3113%,37,2004,136385979322,非洲
以色列,0.3092%,38,2004,135477431994,亚洲
马来西亚,0.2847%,39,2004,124749473684,亚洲
捷克,0.2720%,40,2004,119162172468,欧洲
哥伦比亚,0.2672%,41,2004,117081522349,美洲
新加坡,0.2625%,42,2004,115035498757,亚洲
委内瑞拉,0.2566%,43,2004,112453382329,美洲
匈牙利,0.2373%,44,2004,103960017914,欧洲
新西兰,0.2371%,45,2004,103905210084,大洋洲
智利,0.2264%,46,2004,99210392857,美洲
巴基斯坦,0.2236%,47,2004,97977766197,亚洲
菲律宾,0.2085%,48,2004,91371242495,亚洲
阿尔及利亚,0.1947%,49,2004,85324767230,非洲
波多黎各,0.1833%,50,2004,80322313000,美洲
埃及,0.1799%,51,2004,78845185293,非洲
罗马尼亚,0.1711%,52,2004,74972669056,欧洲
秘鲁,0.1524%,53,2004,66768703497,美洲
孟加拉,0.1486%,54,2004,65108544250,亚洲
乌克兰,0.1479%,55,2004,64819702951,欧洲
摩洛哥,0.1361%,56,2004,59626020162,非洲
科威特,0.1357%,57,2004,59439090600,亚洲
斯洛伐克,0.1308%,58,2004,57332015147,欧洲
越南,0.1037%,59,2004,45427854693,亚洲
哈萨克斯坦,0.0985%,60,2004,43151647002,亚洲
克罗地亚,0.0949%,61,2004,41594418573,欧洲
古巴,0.0872%,62,2004,38203000000,美洲
伊拉克,0.0836%,63,2004,36627901762,亚洲
厄瓜多尔,0.0835%,64,2004,36591661000,美洲
卢森堡,0.0792%,65,2004,34685281847,欧洲
斯洛文尼亚,0.0785%,66,2004,34414784504,欧洲
利比亚,0.0756%,67,2004,33122307692,非洲
卡塔尔,0.0724%,68,2004,31734065934,亚洲
突尼斯,0.0712%,69,2004,31183139301,非洲
保加利亚,0.0592%,70,2004,25957970922,欧洲
叙利亚,0.0573%,71,2004,25086930693,亚洲
塞尔维亚,0.0567%,72,2004,24861483280,欧洲
阿曼,0.0565%,73,2004,24763589076,亚洲
危地马拉,0.0547%,74,2004,23965275794,美洲
安哥拉,0.0538%,75,2004,23552052407,非洲
白俄罗斯,0.0528%,76,2004,23144351851,欧洲
多米尼加,0.0518%,77,2004,22692574473,美洲
立陶宛,0.0517%,78,2004,22649930576,欧洲
苏丹,0.0490%,79,2004,21457470202,非洲
黎巴嫩,0.0483%,80,2004,21145518599,亚洲
斯里兰卡,0.0472%,81,2004,20662525941,亚洲
哥斯达黎加,0.0423%,82,2004,18528955524,美洲
喀麦隆,0.0398%,83,2004,17430933517,非洲
塞浦路斯,0.0395%,84,2004,17320552500,欧洲
坦桑尼亚,0.0381%,85,2004,16675948414,非洲
科特迪瓦,0.0378%,86,2004,16554441846,非洲
肯尼亚,0.0367%,87,2004,16095337093,非洲
巴拿马,0.0343%,88,2004,15013381700,美洲
拉脱维亚,0.0328%,89,2004,14355307662,欧洲
也门,0.0317%,90,2004,13872791658,亚洲
冰岛,0.0316%,91,2004,13834751482,欧洲
萨尔瓦多,0.0313%,92,2004,13724810900,美洲
乌拉圭,0.0312%,93,2004,13686329890,美洲
特立尼达和多巴哥,0.0303%,94,2004,13280275123,美洲
巴林,0.0300%,95,2004,13150159574,亚洲
